sentence1,sentence2,label
"tác_giả game bắt chữ mong , thị_trường ứng_dụng di_động , công_bằng sao_chép hình_thức lẫn nội_dung game thành_công một_chiều","tác_giả game bắt chữ , thị_trường ứng_dụng di_động , chia sao_chép trắng_trợn hình_thức lẫn nội_dung game thành_công một_chiều",1
khán_giả theo_dõi cú đánh_bóng nam vận_động_viên,đàn_ông vươn đánh_quả bóng tennis,1
tiền câu trả_lời,câu trả_lời vay quản_lý_số tiền,0
"thoải_mái , thỏa_mãn khôn_ngoan","thoải_mái , thỏa_mãn khôn_ngoan",1
vận_động_viên tennis cầm vợt tennis nhảy đánh_bóng,đàn_ông vung vợt tennis đánh bóng,1
đàn_ông tennis công_viên,hai đàn_ông theo_dõi cú đánh_bóng ông_già sân tennis,1
"bốn , triển_khai đầu_tư xây_dựng , hoàn_thiện kết_cấu_hạ_tầng hạ_tầng giao_thông chậm ảnh_hưởng tiến_độ triển_khai dự_án đầu_tư",", tỉnh kiên_giang 4 chiến_lược đẩy xây_dựng kết_cấu_hạ tầng trọng_điểm đảo dự_án đầu_tư đăng_ký quản_lý quy_hoạch tăng_cường nhân_lực",0
nữ vận_động_viên tennis thi_đấu sân,phụ_nữ luyện_tập tennis sân,1
trận đấu bóng hai đội bóng diễn trường_học,trận thi_đấu bóng_đá nam cầu_thủ nhí diễn,1
cầu_thủ bóng_chày đánh_bóng,cầu_thủ bóng_chày tư_thế ném bóng,1
"mẹ tự_hào khoe đánh bé , sự_thật , vô_số trường_hợp bé đánh 2 3 hàm_răng sạch đẹp","mẹ tự_hào khoe giỏi , đánh bé , buồn , vô_số trường_hợp bé đánh 2 3 hàm_răng thê_thảm",1
"ngày_nay , đa_phần làm_việc máy_tính","ngày_nay , làm_việc máy_tính",1
", đứng nhức_nhối , 04 01 2012 , thủ_tướng chính_phủ thông_qua quyết_định 20 2012 qđ ttg phê_duyệt chiến_lược quốc_gia an_toàn thực_phẩm giai_đoạn 2011 2020 tầm 2030 , nhấn_mạnh nội_dung an_toàn thực_phẩm , động_lực thúc_đẩy đảm_bảo_vệ_sinh thực_phẩm","trôi g 1 1 2008 , mốc tiến_hành xử_phạt cơ_sở , hàng_quán chấp_hành quy_định , góc_độ_ẩm_thực , tình_hình vệ_sinh an_toàn thực_phẩm thành_phố chuyển_biến ?",0
"gia_công việt_nam nghèo , thu_nhập lao_động , trái_lại , nghèo , thu_nhập lao_động gia_công",chí phí sản_xuất khả_năng cạnh_tranh sản_phẩm nông_nghiệp việt_nam vị_thế_là sản_xuất chi_phí lãnh_thổ thế_giới,0
vận_động_viên tennis đánh_bóng,vận_động_viên tennis cầm vợt đỡ bóng,1
bệnh phổ_biến dân văn_phòng,bệnh dân văn_phòng mắc,1
đứa trẻ bóng_đá sân_cỏ,đứa trẻ đá bóng sân_cỏ trời nắng,1
hai đàn_ông đá bóng sân,hai cầu_thủ tranh_chấp bóng sân,1
"phương_pháp tiến_hành bé 8 9 , bé đánh sạch_sẽ trợ_giúp người_lớn","phương_pháp áp_dụng bé 8 9 , bé đánh người_lớn kiểm_tra chải giúp",1
đàn_ông đeo găng_tay bóng_chày đứng sân,cầu_thủ bóng_chày giơ sẵn_sàng chụp bóng,1
phụ_nữ cầm vợt tennis đỡ bóng,phụ_nữ cầm vợt tennis đứng biên đỡ bóng,1
", việt_nam nghèo hậu_quả chiến_tranh thời đầu hậu_chiến khắc_phục biểu_hiện chậm kém phát_triển giáo_dục , kinh_tế , khoa_học kỹ_thuật tổ_chức quản_lý_tài_nguyên thiên_nhiên , quản_lý_tài_chính nhân_lực","đòi_hỏi phụ_nữ nỗ_lực mặt tri_thức , văn_hóa , kĩ_năng sống tự_lập , đối_mặt áp_lực vươn thử_thách giáo_dục chìa_khóa trưởng_thành vươn phụ_nữ",0
"thương tín tình nuối_tiếc , coi tri_kỉ ?","thương tín tình nuối_tiếc , tri_kỉ ?",1
vali màu nâu mèo,mèo trốn vali,1
phụ_nữ áo tím tennis sân,vận_động_viên tennis nữ cầm vợt đỡ bóng trận_đấu,1
mua tranh đông_đúc mua_sắm ngắm_nghía tranh đẹp,mua tranh đông_đúc dáng kết_hợp mua_sắm thưởng ngoạn vẽ đẹp cảm_xúc,1
bé đánh_quả bóng_chày,bé vung gậy đánh_quả bóng_chày sân,1
"quản_trị , bực_tức nhân_viên , bình_tĩnh , lỗi","quản_trị , bực_tức nhân_viên , phút suy_nghĩ_lại , hẳn lỗi",1
cầu_thủ bóng_chày cầm gậy đỡ bóng sân_nhà,đàn_ông vung gậy bóng_chày đánh bóng trận,1
đàn_ông đeo kính đen cầm vợt đánh tennis sân,đàn_ông vung vợt đỡ bóng tennis,1
"ngăn tác_động khủng_hoảng tài_chính , 11 2008 , chi 600 tỷ usd kích_thích kinh_tế , đầu_tư cơ_sở hạ_tầng an_sinh xã_hội",", tác_động khủng_hoảng nợ công châu âu mỹ , khả_năng tác_động hai khủng_hoảng kinh_tế thế_giới trầm_trọng khủng_hoảng tài_chính 2008",0
đứa trẻ sân bóng tennis,đứa trẻ lưới bóng sân,1
đàn_ông bóng_chày sân,trọng_tài theo_dõi động_tác cầu_thủ bóng_chày,1
nnptnt định_hướng giải_pháp tccnn toàn ngành địa_phương triển_khai kế_hoạch 6 2013,"phát_triển ngành công_nghiệp chế_biến nông , thủy_sản , quyết_định thủ_tướng chính_phủ định_hướng 2020 việt_nam quốc_gia cung_cấp tin_cậy sản_phẩm nông , thủy_sản thực_phẩm an_toàn chất_lượng",0
"bí_quyết học_tập , vũ nam bật_mí khả_năng lọt vòng thi quốc_gia , quốc_tế , nắm vững kiến_thức cơ_bản bản_chất , trang_bị một_chút kiến_thức toán","tiết_lộ bí_quyết học_tập , vũ nam bật_mí lọt vòng thi quốc_gia , quốc_tế , nắm vững kiến_thức cơ_bản bản_chất , trang_bị một_chút kiến_thức toán",1
"mặc , đường ngang đấu nối trái_phép , đấu nối bất hợp_lý đường_bộ xóa_bỏ , hlatđb thông_thoáng , cản_trở_tầm điều_khiển phương_tiện","mạng đường giao_thông , chật hep , tiêu_chuẩn kỹ_thuật chất_lượng , đường cắt , chổ dân đảm_bảo_an_toàn giao_thông , mặc_dù nhà_nước đầu_tư cơ_sở hạ_tầng giao_thông vốn vốn vay oda tốc_độ phương_tiện cải_thiện đáp_ứng nhu_cầu rút ngắn chi_phí vận_chuyển hàng_hoá",0
thói_quen xấu nếp vô tổ_chức doanh_nghiệp con_người tinh_thần trách_nhiệm,đi tinh_thần trách_nhiệm thói_quen xấu nếp vô tổ_chức doanh_nghiệp,1
bóng tennis dính đầu đàn_ông,đàn_ông hoá_trang tham_gia lễ halloween,1
đàn_ông giơ vợt đánh_quả bóng tennis,nam vận_động_viên tennis giơ vợt đỡ bóng,1
cầu_thủ bóng_chày chạy sân_nhà,bóng_chày sân,1
"sự_nghiệp trồng nhiệm_vụ toàn đảng , toàn dân , hệ_thống chính_trị gia_đình","pgs ts ngnd nguyễn đình noãn , nguyên chủ_nhiệm khoa vật_lý trường đại_học vinh , đóng_góp công_sức , trí_tuệ sự_nghiệp trồng suốt nửa thế_kỷ",0
tay_vợt nam chuyên_nghiệp đánh_bóng,tennis vung vợt bóng,1
khán_giả theo_dõi diễn_biến trận thi_đấu tennis đôi nữ,hai phụ_nữ tennis sân,1
vận_động_viên tennis nam đứng sân giao_bóng,vận_động_viên tennis nam cầm vợt bóng tennis đứng sân,1
tranh_chấp tài_sản nghìn_tỷ bún,cuộc_chiến gia_tộc khối tài_sản nghìn_tỷ bún,1
cầu_thủ bóng_đá nữ thi_đấu sân,phụ_nữ bóng_đá sân,1
đàn_ông áo đỏ bóng_chày sân,cầm gậy bóng_chày sân,1
phụ_nữ cầm vợt đỡ banh tennis,vận_động_viên tennis nữ dang thi_đấu sân,1
việt_nam coi ô_nhiễm không_khí báo_động,"cạnh khu công_nghiệp làng_nghề ô_nhiễm môi_trường , đô_thị , ô_nhiễm báo_động",0
"tối , xung_quanh chợ bến thành tụ_họp khu chợ đêm sôi_động đa sắc_màu","tối , xung_quanh chợ bến thành tụ_họp thành chợ đêm sầm_uất sài_gòn sôi_động đa sắc_màu",1
tiết_kiệm kết_quả trở_nên giàu_có giàu_có,"đa_số tiền quản_lý , tương_xứng quản_lý",0
"nữ_tướng bùi thị xuân , vợ cai vàng , vợ đề thám , danh xưng lưu dấu phụ_nữ minh chứng truyền_thống quật_cường đàn_bà vợ mẹ","bàn_tay dịu_hiền mẹ , vợ , , ta cuộc_đời ta nhành lúa , hoa , gieo mầm nuôi ta hoài_bão , ước_mơ , giúp ta sống có_nhân , có_nghĩa , chỗ dựa ta gian_khó , vấp_ngã , lỡ_lầm",0
đàn_ông xoay ném bóng tennis,cầu_thủ ném bóng xoay ném bóng,1
cầu_thủ bóng đấ đứng sân giai_đoạn nghỉ,cầu_thủ bóng_đá thi_đấu sân trời nắng,1
"ql91b , thống_nhất phương_án trạm thu phí hạn chót 10 hoàn_thành","ql91b , làm_việc thống_nhất phương_án trạm thu phí chậm 10 hoàn_thành",1
vận_động_viên tennis nữ cầm vợt tennis đánh bóng,vận_động_viên tennis cầm vợt đỡ bóng,1
đàn_ông đuổi bóng sân,cầu_thủ bóng_đá luyện_tập sân,1
đàn_ông áo trắng tennis sân,vận_động_viên tennis nam cú đánh_bóng,1
"túng_thiếu , giải_quyết hàng mắc , ý_tưởng phim hấp_dẫn","túng_thiếu , giải_quyết hàng mắc , ý_tưởng phim hấp_dẫn",1
vận_động_viên tennis nữ cầm vợt thi_đấu sân,vận_động_viên tennis nữ cầm vợt đứng sân giao_bóng,1
phụ_nữ tennis sân,phụ_nữ theo_dõi cú đánh_bóng phụ_nữ,1
"ngỡ bài_học đau_xót sea games 23 , cầu_thủ u23 việt nam dám cả_gan dàn_xếp tỷ_số giải thi_đấu quốc_tế đội_tuyển quốc_gia , bóng_đá nước_nhà hy_vọng trong_sạch trở_lại","tưởng_chừng bài_học đắt_giá sea games 23 , cầu_thủ u23 việt nam lĩnh án dám cả_gan dàn_xếp tỷ_số thi_đấu quốc_tế đội_tuyển quốc_gia , bóng_đá nước_nhà trong_sạch trở_lại",1
đàn_ông cầm vợt tennis nghiêng sân,đàn_ông cầm vợt tennis đứng sân,1
đàn_ông vợt đánh_quả bóng bãi biển,môt đàn_ông trượt cát đánh_bóng,1
phụ_nữ cầm vợt tennis đỡ bóng,phụ_nữ vung vợt tennis bóng,1
hai nam vận_động_viên tennis nghiêng đánh_bóng,nam vận_động_viên tennis vung vợt đánh_bóng,1
đàn_ông vung vợt đánh_quả bóng tennis lưới,nam vận_động_viên tennis vung vợt đánh_bóng lưới,1
"dường_như căn_bệnh , trào_lưu lây_lan học_sinh , vẻ học_sinh coi bình_thường ,","quan_điểm nhận_định xu_hướng trà đá nói_tục , trà chanh chửi thề bộ_phận gưới trẻ coi trào_lưu ?",0
"lĩnh_vực , nhũng_nhiễu phổ_biến quan_hệ cơ_quan nhà_nước công_chức nhà_nước dân doanh_nghiệp , nhân_viên cơ_sở dịch_vụ công khách_hàng , cảnh_sát giao_thông , cán_bộ thuế , cơ_quan phép , cơ_sở khám , chữa bệnh , trường_học bức_xúc dư_luận xã_hội","cán_bộ , công_chức , phép hành_vi tham_ô , nhũng_nhiễu , làm_khó tổ_chức nhu_cầu cơ_quan nhà_nước",0
đứa trẻ hai đội đá bóng sân_cỏ,đứa trẻ chạy trái bóng sân_cỏ trời nắng,1
đàn_ông phát bóng tennis,đàn_ông tung bóng phát bóng tennis,1
cầu_thủ bóng_đá nam tranh bóng bổng khung_thành,hai đội bóng nam tranh_chấp bóng cầu_môn,1
dụng_cụ tennis xung_quanh đàn_ông,đàn_ông ghế dụng_cụ tennis,1
cầu_thủ bắt bóng bóng găng_tay,cầu_thủ đánh_bóng giơ vợt đánh_bóng,1
cầu_thủ bóng_chày cầm gậy đỡ bóng trận,cầu_thủ bóng_chày cầm gậy thi_đấu sân,1
"nhận_định thị_trường ô_tô việt nam 2018 thuế , cựu_chủ_tịch vama akito tachibana dự_báo thị_trường doanh_nghiệp ô_tô vốn đầu_tư nước_ngoài trụ việt_nam",", 2014 , hiệp_định khu_vực thương_mại tự_do asean ( afta ) hiệu_lực , thuế_nhập_khẩu xe khối dần tiến 0 đột_phá ngành công_nghiệp ô_tô việt_nam",0
đàn_ông bóng_chày sân,"cầu_thủ bắt bóng , cầu_thủ đánh_bóng trọng_tài gôn",1
vận_động_viên bóng_chày thi_đấu sân,hình_ảnh trắng_đen đàn_ông bóng_chày sân,1
"lặn_lội mưa nửa tiếng đồng_hồ , kiếm giỏ cá_rô đồng đầy_ắp","lặn_lội trời mưa nửa tiếng đồng_hồ giỏ cá_rô đồng , béo tròn , thau tháu trông sướng mắt",1
đàn_ông vung vợt đánh_quả bóng tennis,đàn_ông nhảy đánh_quả bóng tennis,1
", nguyên iphone thành_công rực_rỡ việt name quốc_gia kinh_tế , 1 sản_phẩm ra_mắt khách_hàng nôn_nao i phone , chờ_đợi i phone",", nguyên , iphone thành_công rực_rỡ toàn_cầu , 1 sản_phẩm ra_mắt khách_hàng nôn_nao i phone , chờ_đợi i phone",1
ô_nhiễm môi_trường nông_thôn miền núi báo_động nguyên_nhân chủ_yếu ý_thức bg ời dân tập_quán lạc_hậu dân,"cạnh khu công_nghiệp làng_nghề ô_nhiễm môi_trường , đô_thị , ô_nhiễm báo_động",0
"nghịch_lý , kinh_tế trưởng imf olivier blanchard giai_đoạn tồi_tệ thế_giới 10 đà phục_hồi giai_đoạn khủng_hoảng","xu_hướng , hy_vọng khủng_hoảng , kinh_tế thế_giới giai_đoạn phát_triển , hiệu_quả bền_vững",0
"tôn_xưng phật quan âm dân no_ấm , thánh tông lui quân giành chiến_thắng kiên_quyết chống tệ_nạn lạm_sát trâu sức_kéo nông_nghiệp nhân_hậu thấu cận nhân_tình xuất kho chuộc gái nghèo ở_đợ đem gả trai nghèo tiền cưới vợ người_ta , đổi_đời bình sử thần ngô_sĩ liên","tiếp nối truyền_thống , xu_thế hội_nhập phát_triển đất_nước , phụ_nữ việt nam thành_kiến thử_thách , vươn đóng_góp tích_cực hoạt_động xã_hội , duy_trì ảnh_hưởng lĩnh_vực tham_gia quản_lý nhà_nước , tham_gia xóa_đói nghèo , xây_dựng gia_đình no_ấm hạnh_phúc , tham_gia chống tệ_nạn xã_hội , tham_gia hoạt_động đối_ngoại chính_trị_gia , khoa_học nổi_tiếng , quản_lý năng_động lĩnh_vực giành nam_giới , phụ_nữ",0
hai vận_động_viên tennis nữ thi_đấu đội sân,hai vận_động_viên tennis nữ đánh tennis sân,1
cầu_thủ bắt bóng theo_dõi chuyển_động cầu_thủ đánh_bóng,cầu_thủ đánh_bóng giơ gậy đánh_bóng,1
"mong_ước có_học thành_đạt , , hường tâm_sự","mong_ước thành_đạt , , hường tâm_sự",1
", hàng triệu thầy cô_giáo tham_gia giảng_dạy thầy chiếm cảm_tình , thầy chiếm cảm_tình học đương_nhiên , hậu_quả học_sinh hợp_tác , lười phát_biểu , mặt_khác , phân_chia thời khóa biểu chú_ý , sắp_xếp thời khóa biểu học gặp_gỡ giao_thoa môn tự_nhiên môn xã_hội , mệt_mỏi nhàm_chán căng_thẳng học","giải_quyết nguyên_nhân , đương_nhiên biện_pháp , biện_pháp thầy cô_giáo giao quyền_lực xử_lí học_sinh lười học , học yếu_kém , phát_biểu lớp , chẳng_hạn , buộc học_sinh lớp , sức_ép nặng_nề",0
nữ vận_động_viên tennis vợt đánh_bóng,phụ_nữ vợt đánh_quả bóng tennis,1
đường nguyễn trãi thích_hợp mua_sắm quần_áo,dọc đường nguyễn trãi thú_vị sắm_sửa quần_áo,1
11 thiên_tài hội_họa nhí nể phục 9 triển_lãm tranh,11 thiên_tài hội_họa nhí 9 triển_lãm tranh,1
gái cầm vợt tennis đứng tường gạch,phụ_nữ cầm vợt tennis đứng tường gạch,1
"ngành giáo_dục kiểm_tra 15 phút , 1 tiết , thi học_kỳ cơ_sở giáo_dục gương_mẫu , trong_sạch , ?","ngành giáo_dục kiểm_tra 15 phút , 1 tiết , thi học_kỳ liệu cơ_sở giáo_dục gương_mẫu , trong_sạch ?",1
cầu_thủ đánh_bóng vung gậy đánh_bóng,cầu_thủ bắt bóng theo_dõi động_tác cầu_thủ đánh_bóng,1
"mỹ lôi_kéo toàn thế_giới chiến_tranh ,","mỹ , lôi_kéo toàn thế_giới chiến_tranh ,",1
đứa bé gái đá bóng sân_cỏ trời nắng,hình_ảnh đứa bé đứng cạnh bóng sân_cỏ,1
chó bãi biển bóng,chó đào cát bãi biển chạng_vạng,1
"chuyến đi vui_vẻ , trang sống thời học_sinh tươi đẹp","chuyến đi vui_vẻ , trang thời học_sinh tươi đẹp",1
tốt_nghiệp ngành ngân_hàng 3 làm_việc kế_toán tổng_hợp công_ty nước_ngoài làm_việc ngân_hàng,tốt_nghiệp ngành ngân_hàng 3 làm_việc kế_toán tổng_hợp công_ty nước_ngoài khả_năng làm_việc ngân_hàng,1
"mục_đích kỷ_niệm 40 họa_sĩ edward seago , triển_lãm 9","triển_lãm 9 bé mục_đích kỷ_niệm 40 họa_sĩ edward seago , ảnh_hưởng sáng_tạo mỹ_thuật",1
trường_hợp sếp chút sales tuyển_dụng,"thăm_dò nhân_viên hàng bậc thầy , phương_châm",0
"chuyên_gia quân_sự , tác_động mặt quân_sự chết bom nguyên_tử hai ném kokura , nagasaki","25 7 1945 , tướng không_quân carl andrew spaatz chỉ_thị ném bom mục_tiêu hiroshima , kokura , niigata nagasaki thành_phố 3 8 thời_tiết phép vũ_khí nguyên_tử bổ_sung sẵn_sàng đánh bom , hiroshima thành_phố mặt quân_sự công_nghiệp",0
cầu_thủ bóng_đá áo trắng đá bóng,cầu_thủ bóng_đá áo trắng cú sút_bóng,1
cầu_thủ bóng_chày vung gậy bóng_chày đánh_bóng,cầu_thủ bóng_chày cầm gậy đánh_bóng trận_đấu,1
"giới nghiên_cứu , thế_hệ thói_quen nói_tục , chửi bậy con_người thời giáo_dục kỹ_lưỡng , gia_đình","có_lẽ , bản_lĩnh đứng thói xấu",0
bốn vận_động_viên tennis trận_đấu đông_đảo khán_giả,vận_động_viên tennis thi_đấu đội,1
"trường_hợp nhân_viên google vội chỗ đỗ , đem xe đi chỗ đỗ đem chìa_khóa",", nằm chỗ , ghế massage phòng ồn , , mục_đích ghế kê phòng nhân_viên google ngủ",0
"uống rượu , cạn một_hơi uống chút thưởng_thức hương_vị","uống rượu , đừng cạn một_hơi nhâm_nhi chút thưởng_thức hương_vị",1
"tam_tòng , tứ_đức tống nho gột truyền_thống dân_tộc , tam_tòng bảo_vệ thời song tứ_đức lưu_luyến đổ rượu bình cũ","đứa ngoan_ngoãn , sạch_sẽ , bữa cơm ngon , nhà_cửa sạch_sẽ , ân_cần chăm_sóc cha_mẹ chồng khéo_léo cư sử tế_nhị gia_đình chồng gia_đình gắn_bó chan hòa , tan biến lo_toan , vất_vả thành_viên làm_việc mệt_mỏi , căng_thẳng trở , cụ ta đàn_ông xây , đàn_bà xây tổ_ấm",0
cầu_thủ bóng_đá nam sút_bóng,cầu_thủ bóng_đá bóng sân_cỏ,1
cầu_thủ bóng_chày áo 10 vung gậy bóng_chày đánh bóng,hình_ảnh lưng đàn_ông bóng_chày,1
bé áo xang ngã hai bé áo cam,cầu_thủ bóng_đá thi_đấu sân,1
thủ_môn ngã ngăn_cản đường_bay bóng,thủ_môn ngã chặn bóng khung_thành,1
"quyền cấp_phát đầu nhắn nội_dung mạng tt tt trở_nên cần_thiết , hạn_chế ngăn_chặn nhắn lừa_đảo phát_tán xã_hội","phần_mềm rao nhan_nhản trang rao vặt việt_nam giá 250 000 300 000 đồng , 550 000 đồng gửi 2000 nhắn phần_mềm , máy_tính kết_nối internet , đầu mạng , gửi nhắn",0
nữ vận_động_viên tennis vợt đỡ bóng,nữ vận_động_viên tennis sải đỡ bóng,1
nam học bậc thpt ôn_luyện tích_cực kì thi olympic vật_lý 2015,học bậc thpt nam ôn_luyện tích_cực nhân_tố kì thi olympic vật_lý 2015,1
cầu_thủ ném bóng đứng sân ném bóng,đàn_ông áo trắng bóng_chày sân,1
đàn_ông cầm vợt chân trái đón bóng,đàn_ông mặc áo xanh tennis sân,1
phụ_nữ đánh_quả bóng tennis,nữ vận_động_viên tennis đánh_bóng,1
đàn_ông đánh_quả bóng tennis,nam vận_động_viên tennis giơ vợt tennis cạnh tảng đá,1
cầu_thủ bóng_chày cầm gậy đứng sân đánh_bóng,cầu_thủ đánh_bóng đứn cầu_thủ bắt bóng sẵn_sàng đỡ bóng,1
nữ vận_động_viên tennis đánh bóng đối_thủ,nữ vận_động_viên tennis nhảy đánh_bóng,1
"quản_lý nhà_nước , mặc_dù pháp_lệnh thú_y , luật vsattp , luật thủy_sản , luật chất_lượng sản_phẩm , hàng_hóa nghị_định hướng_dẫn thi_hành , quản_lý mặt nhà_nước chồng_chéo , qui trách_nhiệm , hiệu_năng quản_lý","hội_nghị toàn_quốc vsattp ii 2008 ( 9 4 2008 ) , số_liệu thống_kê nghi_ngờ khả_năng quán_xuyến quản_lý kiểm_tra vsattp",0
"sân , cầu_thủ bắt bóng giơ găng_tay",cầu_thủ đánh_bóng gôn gậy vai,1
phụ_nữ cầm vợt tennis phát_bóng,phụ_nữ mặc áo trắng cầm vợt tennis thi_đấu sân,1
"làng quê gió , bụi rác lá bay mịt_mù","làng quê chìm yên_ắng gió nổi , bụi rác lá bay mịt_mù , tơi_tả",1
"phượng công_ty lớp đào_tạo thuê giảng_viên đáp_ứng , thu học_phí phép chương_trình vatel giáo_dục phép","nội_dung chương_trình , cđ luân ( nắm 20 000 cổ_phần đại_học hoa sen ) nêu ý_kiến bổ_sung nội_dung chương_trình thảo_luận điều_lệ hoạt_động trường mục_tiêu lợi_nhuận luật giáo_dục đh pháp_lý công_ty i connect tham_gia biểu_quyết đại_hội",0
nữ vận_động_viên tennis xoay đánh_bóng,nữ vận_động_viên tennis đánh_bóng,1
chó bóng tennis miệng,chó bóng tennis miệng,1
"ghi_nhận hiệp_hội dệt may việt_nam ( vitas ) , thị_trường nhập_khẩu mỹ , eu , nhật ảnh_hưởng sụt_giảm nhu_cầu tiêu_dùng",", tên_tuổi thống_lĩnh ngành công_nghiệp thức_ăn chăn_nuôi việt nam c p group ( thái lan ) , cargill ( mỹ ) , new hope ( trung quốc ) , emivest ( malaysia )",0
số_ít nga âm_mưu ukraine mỹ,nga nghi_ngờ âm_mưu ukraine mỹ,1
đàn_ông đi_ở sân bóng_chày,cầu_thủ bắt bóng đi_ở sân bóng_chày,1
hình_ảnh hai đàn_ông dang bóng_chày sân,hai đàn_ông mặc đồng_phục sân bóng_chày,1
"bộ_trưởng , tổng_thanh_tra xử vụ kiện 10 dân",vụ kiện 10 dân bộ_trưởng tổng_thanh_tra xử,1
phụ_nữ áo tím tennis sân,vận_động_viên tennis nữ cầm vợt thi_đấu sân,1
đàn_ông xoay đánh_quả bóng_chày,cầu_thủ bắt bóng trọng_tài theo_dõi động_tác cầu_thủ đánh_bóng,1
", website việt nam thống_nhất bảng mã vinaseek tinh_vân chuyển_hướng đầu_tư phát_triển thành cổng thông_tin xalo vn",", google tìm_kiếm tiếng việt bảng mã unicode , website việt nam thống_nhất bảng mã vinaseek tinh_vân đầu_tư phát_triển thành cổng thông_tin xalo vn chiến_lược",1
"mặc_dù , messi 4 lập_công vòng bảng ( chiếm 50 bàn thắng argentina world_cup 2014 ) giúp argentina giành 9 tuyệt_đối","messi khởi_đầu mơ world_cup 2014 ghi 4 bàn thắng 3 trận_đấu vòng bảng đối_thủ bosnia , iran nigeria",1
hai đội bóng_đá nữ tranh bóng trận,cầu_thủ bóng_đá nữ tranh_chấp bóng sân_cỏ,1
cầu_thủ đánh_bóng đánh_bóng,cầu_thủ bóng_chày thi_đấu sân,1
"triển_khai quyết_định 20 2011 thủ_tướng chính_phủ ban_hành quy_chế quản_lý hoạt_động truyền_hình tiền , 60 cung_cấp dịch_vụ 36 đầu_mối","triển_khai quyết_định 20 2011 thủ_tướng chính_phủ ban_hành quy_chế quản_lý hoạt_động truyền_hình tiền , 60 cung_cấp dịch_vụ toàn_quốc thu 36 đầu_mối",1
", doanh_thu lợi_nhuận mục_tiêu ảnh_hưởng , tốc_độ tăng_trưởng , tỷ_suất lợi vốn vnpt tăng_trưởng , dự 10",", doanh_thu , lợi_nhuận mục_tiêu , tốc_độ tăng_trưởng , tỷ_suất lợi vốn vnpt tăng_trưởng , dự 10",1
"bài_toán , dễ_dàng giải_quyết tận gốc_rễ , nghiêm_túc giải_quyết hai học dạy","học_sinh quen lối suy_nghĩ suốt học lạ giám_thị , học_sinh lập_tức tận_dụng tài_nguyên",0
để_ý giản_dị giúp bé phát_triển trí thông_minh,"âm_nhạc thông_minh nằm bụng mẹ ra_đời , nhạc hòa_tấu mẹ ru tác_động bổ_ích giúp trí_não bé phát_triển mạnh_mẽ",0
", việt_nam , toàn thế_giới ảnh_hưởng văn_hóa trung hoa , người_ta coi_trọng truyền_thống lịch_sử , truyền_thống phụ_nữ phụ_nữ truyền_thống","suốt chiều lịch_sử , phụ_nữ việt_nam đóng_góp to_lớn sự_nghiệp đấu_tranh giải_phóng dân_tộc , xây_dựng đất_nước ngàn văn_hiến , tạo_dựng truyền_thống bản_sắc việt truyền_thống phụ_nữ việt nam anh_hùng , bất_khuất , trung_hậu , đảm_đang",0
nữ vận_động_viên tennis vung vợt đánh_bóng,nữ vận_động_viên tennis nhảy đánh_bóng,1
đứa trẻ cầm vợt tennis thi_đấu sân,đứa trẻ vung vợt tennis đánh_bóng,1
cầu_thủ bắt bóng bắt bóng găng_tay,đàn_ông bóng_chày sân,1
đàn_ông cầm vợt đánh_bóng,đàn_ông cầm vợt đánh tennis sân,1
trận bóng_chày diễn cầu_thủ ném bóng,cầu_thủ bóng_chày ném bóng,1
"2020 , sản_xuất điện_tử tối_thiểu 20 đóng_góp 10 tổng sản_xuất ngành công_nghiệp",", 2020 sản_xuất ngành công_nghiệp điện_tử tối_thiểu 20 hàng đóng_góp tối_thiểu 10 tổng sản_xuất ngành công_nghiệp , đứng 10 ngành tốc_độ năng_suất",1
đàn_ông vợt đánh_quả bóng tennis,đàn_ông vung vợt đánh_quả bóng tennis,1
"cầu_thủ bắt bóng , cầu_thủ đánh_bóng trọng_tài gôn",cầu_thủ bóng_chày thi_đấu sân,1
đàn_ông hai phụ_nữ băng đường,đường cầm dụng_cụ tennis,1
"khám_phá bố bế , địu cõng đi dạo thuật bé , chẳng_hạn kia chó to kìa , tiếng xe chạy","chẳng_hạn , bé đi công_viên , gần_gũi bé , khuyến_khích bé trò_chơi khác_biệt",0
cầu_thủ bóng_đá nam bóng_đá sân_cỏ,đàn_ông áo trắng kiểm_soát bóng sân_cỏ,1
"chủ_quyền biển đảo tổ_quốc thiêng_liêng , , chủ_quyền biển , đảo đồng_nghĩa đi máu_thịt , hương_hỏa ông_cha ta , tội tổ_tiên , tội lịch_sử dân_tộc việt_nam , đại_tướng phùng quang nhấn_mạnh","chiến_thắng trận đầu 2 5 8 1964 mốc son lịch_sử xây_dựng , chiến_đấu , trưởng_thành hqndvn anh_hùng , mãi_mãi niềm tự_hào thế_hệ cán_bộ , chiến_sĩ hải_quân cổ_vũ , động_viên to_lớn cán_bộ , chiến_sĩ hôm_nay vững phát_huy tầm sự_nghiệp xây_dựng hải_quân cách_mạng , chính_quy , tinh_nhuệ , hiện_đại bảo_vệ vững_chắc chủ_quyền biển , đảo , thềm lục_địa thiêng_liêng tổ_quốc đô_đốc nguyễn văn_hiến nhấn_mạnh",0
"chồng an nguy vợ_con , trách_nhiệm giáo_dục con_cái vợ chồng , vô trách_nhiệm",", , vợ bảo_mẫu sức_khỏe chăm_lo con_cái",0
